9	0	Everything we do to express ourselves uses muscles.	Everything we do to express ourselves uses muscles.
13	57	Hormones exert their effects by altering metabolic processes.	Hormones work by altering metabolic processes.
13	58	A hormone might change the activity of an enzyme necessary for synthesizing a particular substance or alter the rate at which particular chemicals are transported through cell membranes.	A hormone can alter the activity of an enzyme required to synthesize a particular substance, or alter the rate at which certain chemicals are transported across cell membranes.
13	59	A hormone delivers its message to a cell by uniting with the binding site of its receptor.	The hormone delivers its message to the cell by binding it to the receptor binding site.
13	60	The more receptors the hormone binds on its target cells, the greater the response.	The more receptors the hormone binds to target cells, the greater the response.
13	61	The number of receptors on target cells may change.	The number of receptors on target cells can vary.
13	62	Upregulation is an increase in the number of receptors on a target cell, which often occurs as a response to a prolonged decrease in the level of a hormone.	Upregulation is an increase in the number of receptors in a target cell, which often occurs in response to a long-term decline in hormone levels.
13	63	Downregulation is the opposite, a decrease in the number of receptors in response to a prolonged increase in hormone levels.	Down regulation is the opposite, decreasing the number of receptors in response to long term increases in hormone levels.
13	64	Therefore, the number of receptors changes in ways that maintain an appropriate response to hormone level.	Consequently, the number of receptors is varied in such a way as to maintain an adequate response to hormone levels.
13	65	Steroid hormones are poorly soluble in water.	Steroid hormones are poorly soluble in water.
13	66	They are carried in the bloodstream bound to plasma proteins in a way that they are released in sufficient quantity to affect their target cells.	They are transported in the bloodstream associated with plasma proteins, so that they are released in sufficient quantities to act on target cells.
13	67	Unlike amine, peptide, and protein hormones, steroid hormones are soluble in the lipids that make up the bulk of cell membranes.	Unlike amine, peptide, and protein hormones, steroid hormones are lipid-soluble, which make up most of the cell membranes.
13	68	For this reason, these hormones can diffuse into cells relatively easily and are able to enter any cell in the body, although only target cells will respond.	For this reason, these hormones can spread relatively easily to cells and can enter any cell in the body, even if only the target cells are responding.
13	69	Thyroid hormones are also poorly soluble in water and are transported in the blood bound to plasma proteins.	Thyroid hormones are also poorly soluble in water and are transported in the blood to plasma proteins.
